name,role,category,context
Wayne Bridge,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Alan Shearer,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
St James,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
With Bridge,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Carlo Cudicini,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Celestine Babayaro,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Glen Johnson,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Youngsters Ben,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Joe Keenan,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Sam Tillen,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Ashley Cole,Athlete,sport,"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected broken ankle.

The England international, 24, was hurt in an innocuous challenge wit"
Kieron Dyer,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Lee Bowyer,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Stephen Carr,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Stelios Giannakopoulos,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
But Dyer,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Jussi Jaaskelainen,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Jay Okocha,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Kevin Davies,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
The Magpies,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Fernando Hierro,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Laurent Robert,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Sam Allardyce,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Ben Haim,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
Vaz Te,Athlete,sport,"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area"
And Great,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
Chris Bailey,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
After Tim,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
Captain Jeremy,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
Alex Bogdanovic,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
Andrew Murray,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
The Yugoslavian,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
But Bailey,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
While Murray,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
And Bailey,Athlete,sport,"What now for British tennis?

Tim Henman's decision to quit Davis Cup tennis has left the British team with a gargantuan void to fill.

The world number seven is tied for fourth among his countrymen f"
The Leicester,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
The Welsh,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Gethin Jenkins,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
South Africa,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
West Country,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Zurich Premiership,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
The Tigers,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Martin Johnson,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Graham Rowntree,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Richard Hill,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Mike Tindall,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Will Greenwood,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Stuart Abbott,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
Matthew Tait,Athlete,sport,"White prepared for battle

Tough-scrummaging prop Julian White is expecting a resurgent Wales to give him a rough ride in England's Six Nations opener in Cardiff on Saturday.

The Leicester tight-head"
